

 Program UNIPLOT                         version 05.26.04
 _______________
 (c) Fugro Engineers BV, Leidschendam, Holland


 ASCII representation of data plotted on a graph.

 This ASCII file presents data interpolated to values per fixed depth interval.
 The data are corrected for the depth-offset differences between the various 
 transducers in the penetrometer.

 The records at the start of penetration may include no values or anomalous
 values where a depth offset implies incomplete penetration of a particular
 sensor into the ground.

 The records at the end of penetration may include no values for data channels
 where the transducer did not reach this depth.

 UNICAS data file          : CPT-7C.002                              
 Output using command file : Seacalf qc 5MPa.cmd

 ASCII file created at : date          :04-Nov-2014
                         time          :16:02:16
 Project number                        :N5955/02 (1)                                                                                        
 Date of testing                       :28-Oct-2014                                                                                         
 Location                              :CPT-7C                                                                                              
 Test name                             :CPT-7C.002
 Penetrometer                          :CP15-CF75PB30SN2
 Serial no                             :1701-2588

 Table description:
 Column id                             :Parameter name
 ___________________________________________________________________________________
 Rec                                   :Record ID, Record ID [-]
 Depth                                 :Depth, Depth [m]
 Time                                  :Time, Time [s]
 Cone                                  :Cone Resistance, Cone Resistance [MPa]
 Friction                              :Sleeve Friction, Sleeve Friction [MPa]
 Pore 2                                :Porewater Pressure, Porewater Pressure at Shoulder [MPa]
 SlopeOmni                             :Slope, Slope [Deg]


 Data table:
  Rec    Depth      Time       Cone   Friction     Pore 2  SlopeOmni
   No        m         s        MPa        MPa        MPa        Deg
    1    0.000   2543.63     0.0737                           4.7199
    2    0.020   2545.06     0.1025                0.0007     4.7120
    3    0.040   2546.09     0.1609                0.0008     4.6951
    4    0.060   2547.25     0.2401     0.0020     0.0008     4.6921
    5    0.080   2548.13     0.2970     0.0022     0.0012     4.6937
    6    0.100   2548.90     0.3425     0.0028     0.0012     4.7028
    7    0.120   2549.84     0.4129     0.0033     0.0009     4.7201
    8    0.140   2550.85     0.5427     0.0037     0.0012     4.7273
    9    0.160   2551.76     0.7140     0.0045     0.0012     4.7110
   10    0.180   2552.63     0.8465     0.0052     0.0017     4.6734
   11    0.200   2553.54     1.0045     0.0066     0.0015     4.6806
   12    0.220   2554.43     1.1558     0.0076     0.0020     4.7095
   13    0.240   2555.30     1.3189     0.0087     0.0025     4.6721
   14    0.260   2556.26     1.4717     0.0090     0.0027     4.6733
   15    0.280   2557.13     1.6019     0.0100     0.0029     4.7287
   16    0.300   2557.95     1.7234     0.0093     0.0035     4.7019
   17    0.320   2558.83     1.8686     0.0088     0.0034     4.7235
   18    0.340   2559.71     1.9665     0.0084     0.0037     4.7454
   19    0.360   2560.73     2.0399     0.0085     0.0045     4.7949
   20    0.380   2561.61     2.0968     0.0090     0.0045     4.7935
   21    0.400   2562.50     2.0886     0.0103     0.0048     4.7563
   22    0.420   2563.25     2.0555     0.0124     0.0051     4.7476
   23    0.440   2564.32     2.2467     0.0152     0.0046     4.7549
   24    0.460   2565.19     2.4193     0.0167     0.0049     4.7410
   25    0.480   2565.99     2.5896     0.0180     0.0048     4.7376
   26    0.500   2566.88     2.7239     0.0192     0.0052     4.7362
   27    0.520   2567.84     2.8549     0.0191     0.0056     4.7211
   28    0.540   2568.78     3.0032     0.0184     0.0061     4.6819
   29    0.560   2569.70     3.1451     0.0178     0.0063     4.6754
   30    0.580   2570.60     3.3119     0.0176     0.0062     4.6415
   31    0.600   2571.45     3.5249     0.0181     0.0061     4.6310
   32    0.620   2572.38     3.8008     0.0196     0.0061     4.6345
   33    0.640   2573.33     4.0946     0.0214     0.0065     4.6447
   34    0.660   2574.20     4.4081     0.0237     0.0068     4.6315
   35    0.680   2575.16     4.7617     0.0262     0.0066     4.6301
   36    0.700   2576.04     5.0719     0.0287     0.0068     4.6452
   37    0.720   2576.82     5.3489     0.0312     0.0071     4.6626
   38    0.740   2577.78     5.5385     0.0331     0.0075     4.6601
   39    0.760   2578.75     5.6645     0.0348     0.0079     4.6607
   40    0.780   2579.49     5.7919     0.0367     0.0082     4.6674
   41    0.800   2580.44     5.8749     0.0383     0.0085     4.6750
   42    0.820   2581.36     5.8984     0.0386     0.0086     4.6697
   43    0.840   2582.18     5.8648     0.0385     0.0090     4.6510
   44    0.860   2583.13     5.8553     0.0373     0.0098     4.6916
   45    0.880   2584.03     5.9296     0.0362     0.0102     4.6940
   46    0.900   2584.94     6.1180     0.0366     0.0104     4.7133
   47    0.920   2585.79     6.4773     0.0378     0.0102     4.7397
   48    0.940   2586.59     7.0515     0.0404     0.0097     4.7521
   49    0.960   2587.60     7.6778     0.0420     0.0097     4.7609
   50    0.980   2588.51     8.2036     0.0437     0.0100     4.7780
   51    1.000   2589.28     8.6134     0.0457     0.0100     4.8029
   52    1.020   2590.31     8.9945     0.0483     0.0103     4.8099
   53    1.040   2591.22     9.3974     0.0510     0.0104     4.7971
   54    1.060   2592.18     9.8513     0.0527     0.0107     4.8088
   55    1.080   2593.05    10.3252     0.0557     0.0107     4.8023
   56    1.100   2593.90    10.7552     0.0592     0.0113     4.8224
   57    1.120   2594.88    11.1878     0.0616     0.0111     4.8233
   58    1.140   2595.85    11.5095     0.0628     0.0112     4.8216
   59    1.160   2596.88    11.6885     0.0644     0.0120     4.8068
   60    1.180   2597.81    11.9154     0.0662     0.0118     4.8187
   61    1.200   2598.79    12.2518     0.0684     0.0123     4.8092
   62    1.220   2599.83    12.5686     0.0705     0.0123     4.8408
   63    1.240   2600.74    12.8659     0.0727     0.0129     4.8292
   64    1.260   2601.56    13.1400     0.0748     0.0129     4.8455
   65    1.280   2602.48    13.3945     0.0760     0.0132     4.8112
   66    1.300   2603.39    13.5953     0.0767     0.0134     4.8077
   67    1.320   2604.38    13.6437     0.0774     0.0136     4.8206
   68    1.340   2605.12    13.6339     0.0783     0.0140     4.7818
   69    1.360   2606.25    13.8409     0.0797     0.0139     4.7622
   70    1.380   2607.03    14.0143     0.0807     0.0144     4.7963
   71    1.400   2607.92    14.0687     0.0818     0.0149     4.7726
   72    1.420   2608.93    13.9986     0.0832     0.0146     4.7584
   73    1.440   2609.81    13.8807     0.0853     0.0155     4.7529
   74    1.460   2610.63    13.8040     0.0868     0.0155     4.7615
   75    1.480   2611.61    13.6580     0.0880     0.0155     4.7304
   76    1.500   2612.56    13.3323     0.0877     0.0162     4.7730
   77    1.520   2613.43    12.9564     0.0861     0.0170     4.7720
   78    1.540   2614.34    12.6446     0.0832     0.0170     4.7869
   79    1.560   2615.26    12.4266     0.0793     0.0171     4.7712
   80    1.580   2616.08    12.2869     0.0754     0.0172     4.8136
   81    1.600   2617.00    12.3205     0.0727     0.0174     4.8023
   82    1.620   2617.87    12.4868     0.0698     0.0175     4.8477
   83    1.640   2618.81    12.6950     0.0669     0.0176     4.8217
   84    1.660   2619.82    12.9240     0.0646     0.0179     4.8499
   85    1.680   2620.77    13.1663     0.0634     0.0183     4.8469
   86    1.700   2621.64    13.3539     0.0635     0.0181     4.8489
   87    1.720   2622.54    13.5289     0.0636     0.0182     4.8500
   88    1.740   2623.50    13.7093     0.0630     0.0182     4.8477
   89    1.760   2624.37    13.8176     0.0619     0.0191     4.8500
   90    1.780   2625.23    13.8398     0.0590     0.0192     4.8552
   91    1.800   2626.05    13.8737     0.0578     0.0190     4.8422
   92    1.820   2626.98    13.7883     0.0579     0.0191     4.8400
   93    1.840   2627.86    13.6846     0.0574     0.0197     4.8755
   94    1.860   2628.78    13.5811     0.0568     0.0194     4.8468
   95    1.880   2629.77    13.3772     0.0575     0.0195     4.8521
   96    1.900   2630.61    13.0574     0.0573     0.0201     4.8158
   97    1.920   2631.57    12.7913     0.0551     0.0206     4.8285
   98    1.940   2632.47    12.6109     0.0523     0.0212     4.8181
   99    1.960   2633.28    12.7074     0.0497     0.0212     4.8440
  100    1.980   2634.26    13.1936     0.0475     0.0211     4.8507
  101    2.000   2635.12    13.7528     0.0451     0.0217     4.9085
  102    2.020   2636.05    14.2091     0.0450     0.0210     4.8662
  103    2.040   2637.11    14.2208     0.0469     0.0213     4.8878
  104    2.060   2637.98    14.1073     0.0489     0.0216     4.8634
  105    2.080   2638.84    14.0241     0.0514     0.0213     4.8456
  106    2.100   2639.63    13.9964     0.0545     0.0220     4.8605
  107    2.120   2640.58    13.9115     0.0550     0.0223     4.8155
  108    2.140   2641.63    13.8052     0.0541     0.0223     4.8585
  109    2.160   2642.44    13.8217     0.0527     0.0233     4.8693
  110    2.180   2643.36    13.9829     0.0523     0.0236     4.8600
  111    2.200   2644.27    14.1048     0.0526     0.0233     4.8494
  112    2.220   2645.18    14.2194     0.0534     0.0235     4.8439
  113    2.240   2646.05    14.2602     0.0533     0.0236     4.8054
  114    2.260   2647.08    14.2170     0.0536     0.0232     4.8073
  115    2.280   2647.95    14.1129     0.0545     0.0238     4.8155
  116    2.300   2648.86    13.9303     0.0557     0.0240     4.8097
  117    2.320   2649.73    13.7373     0.0571     0.0241     4.8450
  118    2.340   2650.67    13.5314     0.0585     0.0250     4.8249
  119    2.360   2651.45    13.3218     0.0594     0.0252     4.8156
  120    2.380   2652.35    13.1176     0.0597     0.0257     4.8114
  121    2.400   2653.24    12.9305     0.0597     0.0260     4.8375
  122    2.420   2654.28    12.7921     0.0583     0.0257     4.8303
  123    2.440   2655.19    12.6902     0.0567     0.0262     4.8526
  124    2.460   2656.05    12.5497     0.0547     0.0247     4.8953
  125    2.480   2656.81    12.3807     0.0524     0.0252     4.9495
  126    2.500   2657.92    12.2076     0.0499     0.0261     4.9608
  127    2.520   2658.71    11.9106     0.0487     0.0268     4.9000
  128    2.540   2659.62    11.6149     0.0484     0.0268     4.9274
  129    2.560   2660.53    11.3417     0.0489     0.0268     4.9366
  130    2.580   2661.58    11.1138     0.0494     0.0278     4.9296
  131    2.600   2662.32    10.8762     0.0497     0.0280     4.9003
  132    2.620   2663.28    10.5420     0.0501     0.0281     4.8971
  133    2.640   2664.12    10.1209     0.0502     0.0280     4.9367
  134    2.660   2665.08     9.6812     0.0494     0.0281     4.9640
  135    2.680   2666.11     9.2498     0.0472     0.0291     4.9862
  136    2.700   2667.03     8.7126     0.0438     0.0288     4.9705
  137    2.720   2667.89     8.0681     0.0394     0.0293     4.9648
  138    2.740   2668.76     7.3160     0.0365     0.0293     4.9332
  139    2.760   2669.63     6.5924     0.0324     0.0302     4.9127
  140    2.780   2670.59     5.9705     0.0287     0.0309     4.9351
  141    2.800   2671.53     5.5062     0.0271     0.0279     4.9392
  142    2.820   2672.29     5.1522     0.0254     0.0248     4.9091
  143    2.840   2673.18     4.5817     0.0320     0.0303     4.8969
  144    2.860   2674.21     4.4434     0.0326     0.0267     4.8795
  145    2.880   2675.08     4.3044     0.0337     0.0156     4.8775
  146    2.900   2675.93     4.3038     0.0319     0.0214     4.8743
  147    2.920   2676.78     3.5960     0.0285     0.0188     4.9166
  148    2.940   2677.69     3.1742     0.0251     0.0170     4.8988
  149    2.960   2678.60     3.0300     0.0214     0.0300     4.8724
  150    2.980   2679.61     3.0693     0.0161     0.0341     4.9173
  151    3.000   2680.40     3.2672     0.0120     0.0375     4.9102
  152    3.020   2681.39     3.6381     0.0110     0.0227     4.9091
  153    3.040   2682.34     4.0258     0.0124     0.0103     4.8836
  154    3.060   2683.19     4.4440     0.0136     0.0224     4.8913
  155    3.080   2684.07     4.8975     0.0155     0.0262     4.9082
  156    3.100   2684.96     5.3708     0.0172     0.0210     4.9215
  157    3.120   2685.95     5.8677     0.0176     0.0252     4.9602
  158    3.140   2686.80     6.3771     0.0185     0.0264     4.9704
  159    3.160   2687.71     6.8570     0.0205     0.0266     4.9559
  160    3.180   2688.74     7.2434     0.0227     0.0222     4.9341
  161    3.200   2689.62     7.5435     0.0244     0.0179     4.9295
  162    3.220   2690.50     7.5798     0.0258     0.0170     4.9297
  163    3.240   2691.42     7.7158     0.0272     0.0143     4.9616
  164    3.260   2692.31     8.1481     0.0286     0.0145     4.9640
  165    3.280   2693.22     8.7095     0.0304     0.0269     4.9839
  166    3.300   2694.09     9.2364     0.0330     0.0327     4.9976
  167    3.320   2694.99     9.4224     0.0337     0.0334     5.0078
  168    3.340   2696.03     9.2803     0.0328     0.0357     5.0174
  169    3.360   2696.89     9.0126     0.0319     0.0371     5.0089
  170    3.380   2697.68     8.6868     0.0327     0.0378     5.0170
  171    3.400   2698.59     8.3561     0.0377     0.0371     4.9834
  172    3.420   2699.50     7.9975     0.0386     0.0363     4.9678
  173    3.440   2700.51     7.7130     0.0425     0.0381     4.9494
  174    3.460   2701.29     7.5761     0.0489     0.0375     4.9375
  175    3.480   2702.23     7.7228     0.0543     0.0382     4.9378
  176    3.500   2703.14     8.0672     0.0650     0.0424     4.9737
  177    3.520   2704.16     8.5825     0.0804     0.0354     4.9763
  178    3.540   2705.09     9.5732     0.0871     0.0360     5.0127
  179    3.560   2705.93    10.8942     0.0934     0.0339     5.0447
  180    3.580   2706.83    13.1191     0.0977     0.0423     5.0069
  181    3.600   2707.73    15.3710     0.1021     0.0425     4.9960
  182    3.620   2708.61    16.9613     0.1067     0.0219     4.9560
  183    3.640   2709.68    17.9087     0.1088     0.0174     4.9666
  184    3.660   2710.60    18.8151     0.1086     0.0337     4.9570
  185    3.680   2711.39    19.8584     0.1083     0.0387     4.9472
  186    3.700   2712.34    20.8058     0.1108     0.0388     4.9437
  187    3.720   2713.25    21.6350     0.1118     0.0394     4.9525
  188    3.740   2714.16    22.5258     0.1149     0.0396     4.9906
  189    3.760   2715.04    23.5910     0.1184     0.0397     4.9842
  190    3.780   2715.94    25.2250     0.1219     0.0406     4.9680
  191    3.800   2716.94    27.8034     0.1288     0.0404     4.9837
  192    3.820   2717.79    30.6120     0.1361     0.0388     5.0252
  193    3.840   2718.63    32.3277     0.1463     0.0382     5.0066
  194    3.860   2719.53    33.6677     0.1598     0.0381     5.0015
  195    3.880   2720.63    34.2935     0.1695     0.0329     4.9938
  196    3.900   2721.43    34.0722     0.1752     0.0323     4.9975
  197    3.920   2722.26    33.4357     0.1754     0.0339     5.0059
  198    3.940   2723.26    32.7505     0.1735     0.0286     5.0197
  199    3.960   2724.23    30.7090     0.1716     0.0306     4.9936
  200    3.980   2725.21    29.1758     0.1694     0.0295     4.9860
  201    4.000   2726.08    27.9151     0.1679     0.0294     5.0236
  202    4.020   2726.98    27.2288     0.2142     0.0332     5.0412
  203    4.040   2727.92    27.7999     0.2422     0.0264     5.1158
  204    4.060   2728.78    28.7571     0.2273    -0.0002     5.1580
  205    4.080   2729.61    29.8598     0.2153     0.0172     5.1963
  206    4.100   2730.60    31.7468     0.2085    -0.0708     5.2914
  207    4.120   2731.58    29.0750     0.2021    -0.1390     5.2399
  208    4.140   2732.48    28.5614     0.1974    -0.1034     5.2447
  209    4.160   2733.38    28.4687     0.1890    -0.0263     5.2313
  210    4.180   2734.46    28.3469     0.1629    -0.0031     5.2414
  211    4.200   2735.38    28.2566     0.1562     0.0118     5.2128
  212    4.220   2736.24    28.2995     0.1522     0.0225     5.2418
  213    4.240   2737.19    28.6468     0.1492     0.0319     5.1861
  214    4.260   2738.12    29.1530     0.1477     0.0393     5.1533
  215    4.280   2739.08    29.6591     0.1470     0.0435     5.1738
  216    4.300   2739.91    30.1919     0.1483     0.0461     5.1570
  217    4.320   2740.79    30.7511     0.1498     0.0454     5.1444
  218    4.340   2741.72    30.9256     0.1505     0.0455     5.1420
  219    4.360   2742.63    30.5505     0.1497     0.0451     5.1229
  220    4.380   2743.46    29.9176     0.1499     0.0450     5.1057
  221    4.400   2744.47    29.4908     0.1490     0.0454     5.1152
  222    4.420   2745.41    29.4005     0.1476     0.0470     5.1388
  223    4.440   2746.26    29.4204     0.1447     0.0471     5.1215
  224    4.460   2747.14    29.4044     0.1431     0.0473     5.1084
  225    4.480   2748.14    29.4732     0.1432     0.0473     5.0998
  226    4.500   2749.05    29.4949     0.1437     0.0483     5.1039
  227    4.520   2749.96    29.5719     0.1447     0.0485     5.0837
  228    4.540   2750.85    29.6890     0.1440     0.0483     5.1094
  229    4.560   2751.98    29.6197     0.1437     0.0480     5.1012
  230    4.580   2752.70    29.4601     0.1453     0.0491     5.1070
  231    4.600   2753.65    29.2778     0.1454     0.0489     5.0964
  232    4.620   2754.56    29.2598     0.1459     0.0492     5.0876
  233    4.640   2755.62    29.2253     0.1457     0.0494     5.0953
  234    4.660   2756.46    29.2758     0.1455     0.0502     5.0993
  235    4.680   2757.32    29.3961     0.1441     0.0513     5.0897
  236    4.700   2758.36    29.6210     0.1429     0.0498     5.1016
  237    4.720   2759.32    29.6933     0.1419     0.0502     5.0613
  238    4.740   2760.20    29.7742     0.1399     0.0512     5.0757
  239    4.760   2761.04    29.7986     0.1394     0.0521     5.0908
  240    4.780   2762.01    29.9245     0.1390     0.0499     5.0230
  241    4.800   2763.02    29.9911     0.1388     0.0506     5.0442
  242    4.820   2763.92    30.0336     0.1390     0.0526     5.0433
  243    4.840   2764.75    30.0526     0.1389     0.0519     5.0219
  244    4.860   2765.72    30.1032     0.1409     0.0531     5.0140
  245    4.880   2766.59    30.1654     0.1413     0.0520     5.0269
  246    4.900   2767.55    30.2807     0.1415     0.0528     5.0110
  247    4.920   2768.44    30.4291     0.1411     0.0540     5.0107
  248    4.940   2769.39    30.6382     0.1407     0.0521     5.0143
  249    4.960   2770.27    30.7305     0.1397     0.0529     4.9947
  250    4.980   2771.10    30.8734     0.1372     0.0534     4.9838
  251    5.000   2772.12    31.1390     0.1363     0.0540     4.9862
  252    5.020   2773.09    31.5463     0.1359     0.0539     4.9991
  253    5.040   2773.97    31.9560     0.1367     0.0548     4.9841
  254    5.060   2774.80    32.4028     0.1402     0.0562     4.9634
  255    5.080   2775.78    33.0491     0.1457     0.0548     4.9534
  256    5.100   2776.76    33.5819     0.1494     0.0546     4.9446
  257    5.120   2777.69    33.6445     0.1511     0.0547     4.9551
  258    5.140   2778.52    33.6222     0.1540     0.0548     4.9489
  259    5.160   2779.56    33.3784     0.1580     0.0547     4.9138
  260    5.180   2780.58    33.2531     0.1609     0.0560     4.9177
  261    5.200   2781.38    33.4002     0.1607     0.0553     4.9064
  262    5.220   2782.20    33.5306     0.1609     0.0553     4.9082
  263    5.240   2783.20    33.4915     0.1624     0.0577     4.9064
  264    5.260   2784.11    33.4464     0.1637     0.0581     4.9039
  265    5.280   2785.05    33.4513     0.1644     0.0568     4.8943
  266    5.300   2785.82    33.5895     0.1662     0.0572     4.9106
  267    5.320   2786.87    33.9703     0.1672     0.0575     4.8832
  268    5.340   2787.90    34.1018     0.1678     0.0572     4.8772
  269    5.360   2788.71    34.1165     0.1693     0.0571     4.8797
  270    5.380   2789.57    34.3240     0.1702     0.0579     4.8448
  271    5.400   2790.46    34.5957     0.1695     0.0572     4.8413
  272    5.420   2791.39    34.5835     0.1689     0.0569     4.8479
  273    5.440   2792.30    34.6695     0.1692     0.0572     4.8787
  274    5.460   2793.13    34.9797     0.1702     0.0573     4.8407
  275    5.480   2794.22    35.2423     0.1683     0.0578     4.8539
  276    5.500   2795.13    35.3120     0.1672     0.0586     4.8628
  277    5.520   2795.95    35.4173     0.1664     0.0583     4.8467
  278    5.540   2796.98    35.8406     0.1679     0.0580     4.8343
  279    5.560   2797.93    36.5793     0.1669     0.0583     4.8388
  280    5.580   2798.89    37.2651     0.1661     0.0597     4.8409
  281    5.600   2799.75    37.6814     0.1654     0.0604     4.8521
  282    5.620   2800.76    37.9782     0.1681     0.0583     4.8463
  283    5.640   2801.68    38.3060     0.1712     0.0533     4.8438
  284    5.660   2802.66    38.4476     0.1719     0.0327     4.8514
  285    5.680   2803.53    38.5292     0.1714     0.0277     4.8337
  286    5.700   2804.65    38.6123     0.1728     0.0350     4.8473
  287    5.720   2805.52    38.3519     0.1778     0.0416     4.8405
  288    5.740   2806.44    38.1573     0.1807     0.0469     4.8313
  289    5.760   2807.41    38.0898     0.1836     0.0500     4.8735
  290    5.780   2808.33    38.0650     0.1798     0.0529     4.8506
  291    5.800   2809.15    37.8135     0.1762     0.0537     4.8284
  292    5.820   2810.03    37.5355     0.1753     0.0502     4.8400
  293    5.840   2810.96    37.5162     0.1747     0.0497     4.8408
  294    5.860   2811.89    38.4140     0.1726     0.0511     4.8406
  295    5.880   2812.80    39.6136     0.1699     0.0517     4.8502
  296    5.900   2813.67    40.2068     0.1708     0.0526     4.8614
  297    5.920   2814.58    40.2193     0.1766     0.0520     4.8061
  298    5.940   2815.57    40.1726     0.1822     0.0475     4.8261
  299    5.960   2816.45    40.0080     0.1891     0.0327     4.8210
  300    5.980   2817.35    39.8507     0.1924     0.0348     4.8178
  301    6.000   2818.31    39.6714     0.1932     0.0414     4.8231
  302    6.020   2819.22    39.6154     0.1930     0.0462     4.8403
  303    6.040   2820.13    39.7297     0.1913     0.0541     4.8283
  304    6.060   2821.03    40.1310     0.1877     0.0588     4.8520
  305    6.080   2822.07    40.9844     0.1857     0.0620     4.8359
  306    6.100   2823.00    42.0456     0.1858     0.0635     4.8529
  307    6.120   2823.90    42.9538     0.1860     0.0610     4.8415
  308    6.140   2824.88    43.0377     0.1858     0.0610     4.8413
  309    6.160   2825.88    42.4901     0.1866     0.0611     4.8482
  310    6.180   2826.80    42.0070     0.1920     0.0586     4.8449
  311    6.200   2827.69    41.5836     0.1972     0.0590     4.8655
  312    6.220   2828.64    41.1294     0.2009     0.0494     4.8267
  313    6.240   2829.56    40.6188     0.2029     0.0511     4.8342
  314    6.260   2830.56    40.2337     0.2005     0.0522     4.8507
  315    6.280   2831.34    39.8102     0.1999     0.0584     4.8267
  316    6.300   2832.25    39.3573     0.1999     0.0588     4.8103
  317    6.320   2833.19    39.1465     0.2011     0.0589     4.8134
  318    6.340   2834.17    39.1995     0.1996     0.0601     4.8024
  319    6.360   2835.00    39.0465     0.1973     0.0610     4.8075
  320    6.380   2835.92    38.6318     0.1977     0.0618     4.8183
  321    6.400   2836.82    38.2035     0.2002     0.0623     4.8128
  322    6.420   2837.80    38.0206     0.2048     0.0635     4.8020
  323    6.440   2838.65    37.7937     0.2093     0.0631     4.8117
  324    6.460   2839.61    37.4897     0.2141     0.0648     4.8241
  325    6.480   2840.52    37.0557     0.2149     0.0662     4.8281
  326    6.500   2841.46    36.6552     0.2151     0.0657     4.8219
  327    6.520   2842.41    36.1251     0.2116     0.0650     4.8319
  328    6.540   2843.41    35.4154     0.2083     0.0652     4.8075
  329    6.560   2844.33    34.7792     0.2044     0.0645     4.8177
  330    6.580   2845.16    34.4339     0.1977     0.0650     4.8170
  331    6.600   2846.04    34.0621     0.1927     0.0648     4.8297
  332    6.620   2847.05    33.7083     0.1897     0.0651     4.8225
  333    6.640   2848.00    33.2622     0.1879     0.0648     4.8113
  334    6.660   2848.85    32.8674     0.1856     0.0650     4.7840
  335    6.680   2849.81    32.4371     0.1864     0.0645     4.8163
  336    6.700   2850.85    31.7969     0.1880     0.0652     4.7965
  337    6.720   2851.74    31.3452     0.1877     0.0653     4.7943
  338    6.740   2852.51    30.9621     0.1875     0.0664     4.7902
  339    6.760   2853.52    30.4682     0.1860     0.0656     4.7896
  340    6.780   2854.50    29.6880     0.1851     0.0656     4.7936
  341    6.800   2855.34    29.1000     0.1820     0.0665     4.7957
  342    6.820   2856.23    28.6906     0.1784     0.0664     4.7769
  343    6.840   2857.23    28.4737     0.1743     0.0664     4.7685
  344    6.860   2858.09    28.1323     0.1717     0.0691     4.7672
  345    6.880   2858.96    27.7692     0.1699     0.0642     4.7727
  346    6.900   2859.91    27.2232     0.1688     0.0569     4.7567
  347    6.920   2860.82    26.6049     0.1661     0.0539     4.7849
  348    6.940   2861.72    25.9520     0.1660     0.0553     4.7926
  349    6.960   2862.56    25.2369     0.1671     0.0588     4.7557
  350    6.980   2863.46    24.4422     0.1676     0.0598     4.7610
  351    7.000   2864.45    23.4695     0.1672     0.0585     4.7514
  352    7.020   2865.38    22.3371     0.1654     0.0573     4.7617
  353    7.040   2866.30    20.9483     0.1689     0.0538     4.7401
  354    7.060   2867.24    19.0775     0.1766     0.0498     4.7589
  355    7.080   2868.15    16.8367     0.1802     0.0456     4.7759
  356    7.100   2868.98    14.6546     0.1903     0.0454     4.7766
  357    7.120   2869.86    12.7419     0.1957     0.0542     4.7606
  358    7.140   2870.79    11.5961     0.1987     0.0809     4.7715
  359    7.160   2871.70    11.2244     0.1977     0.0817     4.7471
  360    7.180   2872.61    10.6990     0.2020     0.0793     4.7517
  361    7.200   2873.52    10.4628     0.2070     0.0604     4.7090
  362    7.220   2874.46    10.0837     0.1983     0.0376     4.6954
  363    7.240   2875.34     9.8683     0.1717     0.0225     4.6847
  364    7.260   2876.20    11.0016     0.1481     0.0160     4.6820
  365    7.280   2877.12    12.8462     0.1334     0.0382     4.6666
  366    7.300   2878.07    14.8510     0.1267    -0.0055     4.6863
  367    7.320   2878.96    15.1225     0.1281    -0.0283     4.7021
  368    7.340   2879.80    14.1619     0.1277    -0.0287     4.7175
  369    7.360   2880.68    12.6097     0.1268    -0.0271     4.6916
  370    7.380   2881.67    10.6626     0.1347    -0.0284     4.6978
  371    7.400   2882.54     9.3959     0.1452    -0.0232     4.7256
  372    7.420   2883.38     8.5797     0.1628    -0.0147     4.7029
  373    7.440   2884.36     7.9333     0.1783     0.0010     4.7192
  374    7.460   2885.27     7.5423     0.1838     0.0144     4.7307
  375    7.480   2886.13     7.1538     0.1944     0.0404     4.7680
  376    7.500   2887.04     6.8310     0.1813     0.0475     4.7305
  377    7.520   2887.99     6.7512     0.1582     0.0451     4.7330
  378    7.540   2888.94     7.0280     0.1371     0.0622     4.7460
  379    7.560   2889.82     8.2750     0.1217     0.1585     4.7760
  380    7.580   2890.69    11.7470     0.1148     0.1421     4.7725
  381    7.600   2891.64    16.8013     0.1146     0.0412     4.7588
  382    7.620   2892.55    19.3780     0.1135     0.0444     4.7632
  383    7.640   2893.46    20.8501     0.1182     0.0603     4.7558
  384    7.660   2894.40    21.7469     0.1274     0.0667     4.7255
  385    7.680   2895.35    22.4644     0.1366     0.0689     4.7434
  386    7.700   2896.27    23.1367     0.1447     0.0720     4.7714
  387    7.720   2897.19    23.6776     0.1515     0.0821     4.7525
  388    7.740   2898.10    23.9877     0.1565     0.0841     4.7354
  389    7.760   2899.01    24.2056     0.1613     0.0829     4.7590
  390    7.780   2899.90    24.3274     0.1673     0.0835     4.7603
  391    7.800   2900.79    24.2553     0.1656     0.0829     4.7534
  392    7.820   2901.71    24.0038     0.1691     0.0810     4.7443
  393    7.840   2902.65    23.5445     0.1699     0.0794     4.7553
  394    7.860   2903.52    23.0062     0.1697     0.0762     4.7643
  395    7.880   2904.39    22.1723     0.1703     0.0763     4.7365
  396    7.900   2905.31    21.1442     0.1743     0.0767     4.7356
  397    7.920   2906.25    19.9241     0.1745     0.0732     4.7055
  398    7.940   2907.16    18.5223     0.1760     0.0719     4.6929
  399    7.960   2908.07    16.9632     0.1759     0.0672     4.6822
  400    7.980   2908.98    14.7913     0.1784     0.0569     4.6965
  401    8.000   2909.89    12.1746     0.1854     0.0444     4.7210
  402    8.020   2910.79     9.6007     0.1932     0.0357     4.7162
  403    8.040   2911.72     7.1169     0.2035     0.0270     4.6954
  404    8.060   2912.67     5.2332     0.2141     0.0265     4.6990
  405    8.080   2913.58     4.0931     0.2211     0.0327     4.7226
  406    8.100   2914.44     3.4678     0.2146     0.0459     4.7270
  407    8.120   2915.36     3.0649     0.1973     0.0680     4.7282
  408    8.140   2916.27     2.7222     0.1749     0.0863     4.7435
  409    8.160   2917.18     2.3732     0.1510     0.0974     4.7612
  410    8.180   2918.09     2.0897     0.1308     0.1250     4.7260
  411    8.200   2919.04     1.9413     0.1109     0.1802     4.7541
  412    8.220   2919.95     1.8107     0.0946     0.2246     4.7374
  413    8.240   2920.83     1.7673     0.0894     0.2265     4.7372
  414    8.260   2921.69     1.7970     0.0936     0.2157     4.7501
  415    8.280   2922.64     1.8307     0.0994     0.2050     4.7309
  416    8.300   2923.55     1.8663     0.1045     0.1920     4.7319
