Projektnummer           ,6409098
Sondierung              ,CPT13
Projektbezeichnung      ,
Datum der Sondierung    ,03-Aug-2009

   Tiefe,    Conus,  Reibung,  Neigung, PW-Druck,       Rf,   Geschw
   27.42,   72.069,  0.74294,    0.000,    0.000,    1.031,    19.77
   27.44,   72.495,  0.76561,    0.000,    0.000,    1.058,    19.84
   27.46,   73.124,  0.83893,    0.000,    0.000,    1.154,    19.36
   27.48,   77.092,  0.88330,    0.000,    0.000,    1.175,    19.36
   27.50,   82.306,  0.93855,    0.000,    0.000,    1.171,    19.04
   27.52,   87.134,  1.00812,    0.000,    0.000,    1.182,    18.92
   27.54,   88.624,  1.06714,    0.000,    0.000,    1.208,    18.92
   27.56,   89.762,  1.06380,    0.000,    0.000,    1.186,    18.92
   27.58,   89.282,  1.06059,    0.000,    0.000,    1.187,    19.66
   27.60,   88.561,  1.05488,    0.000,    0.000,    1.190,    19.67
   27.62,   88.030,  1.02875,    0.000,    0.000,    1.167,    19.80
   27.64,   87.498,  0.98646,    0.000,    0.000,    1.127,    19.80
   27.66,   87.425,  0.99573,    0.000,    0.000,    1.138,    20.13
   27.68,   87.655,  1.00755,    0.000,    0.000,    1.149,    20.13
   27.70,   88.728,  1.00477,    0.000,    0.000,    1.133,    19.80
   27.72,   90.263,  1.01148,    0.000,    0.000,    1.122,    19.80
   27.74,   90.511,  1.00929,    0.000,    0.000,    1.116,    19.44
   27.76,   91.546,  0.99862,    0.000,    0.000,    1.093,    19.42
   27.78,   91.505,  1.00033,    0.000,    0.000,    1.094,    19.86
   27.80,   92.100,  1.02218,    0.000,    0.000,    1.109,    20.24
   27.82,   92.836,  1.04000,    0.000,    0.000,    1.123,    19.80
   27.84,   92.991,  1.03738,    0.000,    0.000,    1.114,    20.18
   27.86,   91.179,  1.03707,    0.000,    0.000,    1.128,    20.60
   27.88,   89.788,  1.05461,    0.000,    0.000,    1.171,    20.68
   27.90,   89.860,  0.00000,    0.000,    0.000,    0.000,    20.68
   27.92,   89.806,  0.00000,    0.000,    0.000,    0.000,    20.68
   27.94,   88.074,  0.00000,    0.000,    0.000,    0.000,    20.88
   27.97,   86.145,  0.00000,    0.000,    0.000,    0.000,    21.12
